book_order,book,chapter,verse,reference,syriac
1,Genesis,1,23,Genesis 1:23,ܘܗܘ̣ܐ ܪܡܫܐ ܘܗܘ̣ܐ ܨܦܪܐ. ܝܘܡܐ ܕܚܡܫܐ.
1,Genesis,1,24,Genesis 1:24,ܘܐܡ̣ܪ ܐܠܗܐ. ܬܦܩ ܐܪܥܐ ܢܦܫܐ ܚܝܬܐ ܠܓܢܣܗ̇. ܒܥܝܪ̈ܐ ܘܪܚܫܐ ܘܚܝܘܬܐ ܕܐܪܥܐ ܠܓܢܣܗ̇. ܘܗܘ̣ܐ ܗܟܢܐ.
1,Genesis,1,25,Genesis 1:25,ܘܥܒ̣ܕ ܐܠܗܐ ܚܝܘܬܐ ܕܐܪܥܐ ܠܓܢܣܗ̇. ܘܒܥܝܪܐ ܠܓܢܣܗ̇. ܘܟܠܗ ܪܚܫܐ ܕܐܪܥܐ ܠܓܢܣ̈ܘܗܝ. ܘܚ̣ܙܐ ܐܠܗܐ ܕܫܦܝܪ.
1,Genesis,1,26,Genesis 1:26,ܘܐܡ̣ܪ ܐܠܗܐ ܢܥܒܕ ܐܢܫܐ ܒܨܠܡܢ ܐܝܟ ܕܡܘܬܢ. ܘܢܫܠܛܘܢ ܒܢ̈ܘܢܝ ܝܡܐ ܘܒܦܪܚܬܐ ܕܫܡܝܐ. ܘܒܒܥܝܪ̈ܐ ܘܒܟܠܗ̇ ܚܝܘܬܐ ܕܐܪܥܐ . ܘܒܟܠܗ ܪܚܫܐ ܕܪܚܫ ܥܠ ܐܪܥܐ.
1,Genesis,1,27,Genesis 1:27,ܘܒܪ̣ܐ ܐܠܗܐ ܠܐܕܡ ܒܨܠܡܗ. ܒܨܠܡ ܐܠܗܐ ܒܪܝܗܝ. ܕܟܪ ܘܢܩܒܐ ܒܪܐ ܐܢܘܢ.
1,Genesis,1,28,Genesis 1:28,ܘܒ̇ܪܟ ܐܢܘܢ ܐܠܗܐ ܘܐܡ̣ܪ ܠܗܘܢ ܐܠܗܐ . ܦܪܘ ܘܣܓܘ ܘܡܠܘ ܐܪܥܐ ܘܟܘܒܫ̣ܘܗ̇. ܘܫܠܛܘ ܒܢ̈ܘܢܝ ܝܡܐ ܘܒܦܪܚܬܐ ܕܫܡܝܐ ܘܒܒܥܝܪ̈ܐ. ܘܒܟܠܗ̇ ܚܝܘܬܐ ܕܪܚܫܐ ܥܠ ܐܪܥܐ.
1,Genesis,1,29,Genesis 1:29,ܘܐܡ̣ܪ ܐܠܗܐ. ܗܐ ܝܗ̇ܒܬ ܠܟܘܢ ܟܠܗ ܥܣܒܐ ܕܙܪܥܐ ܕܡܙܕܪܥ ܥܠ ܐ̈ܦܝ ܟܠܗ̇ ܐܪܥܐ. ܘܟܠ ܐܝܠܢ ܕܐܝܬ ܒܗ ܦܐܪ̈ܝ. ܐܝܠܢܗ ܕܙܪܥܗ ܡܙܕܪܥ ܠܟܘܢ ܢܗܘܐ ܠܡܐܟܘܠܬܐ.
1,Genesis,1,30,Genesis 1:30,ܘܠܟܠܗ̇ ܚܝܘܬܐ ܕܕܒܪܐ . ܘܠܟܠܗ̇ ܦܪܚܬܐ ܕܫܡܝܐ. ܘܠܟܠ ܕܪܚܫ ܥܠ ܐܪܥܐ ܕܐܝܬ ܒܗ ܢܦܫܐ ܚܝܬܐ. ܘܟܠܗ ܝܘܪܩܐ ܕܥܣܒܐ ܠܡܐܟܘܠܬܐ. ܘܗܘܐ ܗܟܢܐ.
1,Genesis,1,31,Genesis 1:31,ܘܚ̣ܙܐ ܐܠܗܐ ܟܠ ܕܥܒ̣ܕ. ܘܗܐ ܛܒ ܫܦܝܪ. ܘܗܘ̣ܐ ܪܡܫܐ. ܘܗܘܐ ܨܦܪܐ. ܝܘܡܐ ܕܫܬܐ.
1,Genesis,2,1,Genesis 2:1,ܘܫܠ̣ܡܘ ܫܡܝܐ ܘܐܪܥܐ ܘܟܠܗ ܚܝܠܗܘܢ.
1,Genesis,2,2,Genesis 2:2,ܘܫ̇ܠܡ ܐܠܗܐ ܒܝܘܡܐ ܫܬܝܬܝܐ ܥܒ̈ܕܘܗܝ ܕܥܒ̣ܕ. ܘܐܬܬܢܝܚ ܒܝܘܡܐ ܫܒܝܥܝܐ ܡܢ ܟܠܗܘܢ ܥܒ̈ܕܘܗܝ ܕܥܒ̣ܕ.
1,Genesis,2,3,Genesis 2:3,ܘܒ̇ܪܟ ܐܠܗܐ ܠܝܘܡܐ ܫܒܝܥܝܐ ܘܩܕܫ̣ܗ. ܡܛܠ ܕܒܗ ܐܬܬܢܝܚ ܡܢ ܟܠܗܘܢ ܥܒ̈ܕܘܗܝ ܕܒܪܐ ܐܠܗܐ ܠܡܥܒܕ.
1,Genesis,2,4,Genesis 2:4,ܗܠܝܢ ܬܘ̈ܠܕܬܐ ܕܫܡܝܐ ܘܕܐܪܥܐ ܟܕ ܐܬܒܪܝܘ. ܒܝܘܡܐ ܕܥܒ̣ܕ ܡܪܝܐ ܐܠܗܐ ܫܡܝܐ ܘܐܪܥܐ.
1,Genesis,2,5,Genesis 2:5,ܘܟܠܗܘܢ ܐ̈ܝܠܢܐ ܕܚܩܠܐ ܥܕܟܝܠ ܠܐ ܗܘܘ ܒܐܪܥܐ. ܘܟܠܗ ܥܣܒܐ ܕܚܩܠܐ ܥܕܟܝܠ ܠܐ ܐܝܥܐ. ܡܛܠ ܕܠܐ ܐܚܬ ܡܪܝܐ ܐܠܗܐ ܡܛܪܐ ܥܠ ܐܪܥܐ. ܘܐܕܡ ܠܝܬ ܠܡܦܠܚ ܒܐܪܥܐ.
1,Genesis,2,6,Genesis 2:6,ܘܡܒܘܥ̣ܐ ܣ̇ܠܩ ܗܘܐ ܡܢ ܐܪܥܐ. ܘܡܫܩ̣ܐ ܗܘܐ ܠܟܠ ܐ̈ܦܝ ܐܪܥܐ.
1,Genesis,2,7,Genesis 2:7,ܘܓܒ̣ܠ ܡܪܝܐ ܐܠܗܐ ܠܐܕܡ ܥܦܪܐ ܡܢ ܐܕܡܬܐ. ܘܢܦ̣ܚ ܒܐ̈ܦܘܗܝ ܢܫܡܬܐ ܕܚ̈ܝܐ. ܘܗܘ̣ܐ ܐܕܡ ܠܢܦܫ ܚܝ̣ܐ.
1,Genesis,2,8,Genesis 2:8,ܘܢܨ̣ܒ ܡܪܝܐ ܐܠܗܐ ܦܪܕܝܣܐ ܒܥܕܢ ܡܢ ܩܕܝܡ. ܘܣܡ ܬܡܢ ܠܐܕܡ ܕܓܒܠ.
1,Genesis,2,9,Genesis 2:9,ܘܐܘܥܝ ܡܪܝܐ ܐܠܗܐ. ܡܢ ܐܪܥܐ. ܟܠ ܐܝܠܢ ܕܐܪܓܝܓ ܠܡܚܙܐ ܘܫܦܝܪ ܠܡܐܟܠ. ܘܐܝܠܢܐ ܕܚ̈ܝܐ ܒܡܨܥܬܗ ܕܦܪܕܝܣܐ. ܘܐܝܠܢܐ ܕܝܕܥܬܐ ܕܛܒܬܐ ܘܕܒܝܫܬܐ.
1,Genesis,2,10,Genesis 2:10,ܘܢܗܪܐ ܢܦܩ̇ ܗܘܐ ܡܢ ܥܕܢ ܠܡܫܩܝܘܬܗ ܠܦܪܕܝܣܐ. ܘܡܢ ܬܡܢ ܦ̇ܪܫ ܘܗܘ̇ܐ ܠܐܪ̈ܒܥܐ ܪ̈ܫܝܢ.
1,Genesis,2,11,Genesis 2:11,ܫܡܗ ܕܚܕ ܦܝܫܘܢ. ܗ̇ܘ ܕܚ̇ܕܪ ܠܟܠܗ̇ ܐܪܥܐ ܕܚܘܝܠܐ. ܕܬܡ̇ܢ ܕܗܒܐ.
1,Genesis,2,12,Genesis 2:12,ܘܕܗܒܗ̇ ܕܐܪܥܐ ܗ̇ܝ ܛܒ. ܬܡܢ ܒܪ̈ܘܠܚܐ ܘܟܐ̈ܦܐ ܕܒܪܘܠܐ.
1,Genesis,2,13,Genesis 2:13,ܘܫܡܗ ܕܢܗܪܐ ܬܢܝܢܐ ܓܝܚܘܢ. ܗ̇ܘ ܕܚ̇ܕܪ ܠܟܠܗ̇ ܐܪܥܐ ܕܟܘܫ.
1,Genesis,2,14,Genesis 2:14,ܘܫܡܗ ܕܢܗܪܐ ܕܬܠܬܐ ܕܩܠܬ. ܗ̇ܘ ܕܐ̇ܙܠ ܠܘܩܒܠ ܐܬܘܪ. ܘܢܗܪܐ ܕܐܪܒܥܐ ܗ̣ܘ ܦܪܬ.
1,Genesis,2,15,Genesis 2:15,ܘܕܒ̣ܪ ܡܪܝܐ ܐܠܗܐ ܠܐܕܡ. ܘܫܒܩܗ ܒܦܪܕܝܣܐ ܕܥܕܢ. ܕܢܦܠܚܝܘܗܝ ܘܢܛܪܝܘܗܝ.
1,Genesis,2,16,Genesis 2:16,ܘܦܩ̇ܕ ܡܪܝܐ ܐܠܗܐ ܠܐܕܡ ܘܐܡ̣ܪ ܠܗ. ܡܢ ܟܠܗܘܢ ܐ̈ܝܠܢܐ ܕܒܦܪܕܝܣܐ ܡܐܟܠ ܬܐܟܘܠ.
1,Genesis,2,17,Genesis 2:17,ܘܡܢ ܐܝܠܢܐ ܕܝܕܥܬܐ ܕܛܒܬܐ ܘܕܒܝܫܬܐ. ܠܐ ܬܐܟܘܠ ܡܢܗ. ܡܛܠ ܕܒܝܘܡܐ ܕܬܐܟܘܠ ܡܢܗ ܡܘܬܐ ܬܡܘܬ.
1,Genesis,2,18,Genesis 2:18,ܘܐܡ̣ܪ ܡܪܝܐ ܐܠܗܐ. ܠܐ ܫܦܝܪ ܕܢܗܘܐ ܐܕܡ ܒܠܚܘܕܘܗܝ. ܐܥܒܕ ܠܗ ܡܥܕܪܢܐ ܐܟܘܬܗ.
1,Genesis,2,19,Genesis 2:19,ܘܓܒ̣ܠ ܡܪܝܐ ܐܠܗܐ ܡܢ ܐܪܥܐ. ܟܠܗ̇ ܚܝܘܬܐ ܕܕܒܪܐ ܘܟܠܗ̇ ܦܪܚܬܐ ܕܫܡܝܐ. ܘܐܝܬܝ ܐܢܘܢ ܠܘܬ ܐܕܡ ܕܢܚܙܐ ܡܢܐ ܩ̇ܪܐ ܠܗܘܢ. ܘܟܠ ܕܩ̣ܪܐ ܠܗܘܢ ܐܕܡ ܢܦܫܐ ܚܝܬܐ ܗ̇ܘ ܗ̣ܘ ܫܡܗ.
1,Genesis,2,20,Genesis 2:20,ܘܩ̣ܪܐ ܐܕܡ ܫܡ̈ܗܐ ܠܟܠܗ̇ ܒܥܝܪ̈ܐ. ܘܠܟܠܗ̇ ܦܪܚܬܐ ܕܫܡܝܐ. ܘܠܟܠܗ̇ ܚܝܘܬܐ ܕܐܪܥܐ . ܘܠܐܕܡ ܠܐ ܐܫܬܟܚ ܠܗ ܡܥܕܪܢܐ ܐܟܘܬܗ.
1,Genesis,2,21,Genesis 2:21,ܘܐܪܡܝ ܡܪܝܐ ܐܠܗܐ ܫܠܝܐ ܥܠ ܐܕܡ ܘܕܡܟ. ܘܢܣ̣ܒ ܚܕܐ ܡܢ ܐ̈ܠܥܘܗܝ. ܘܐܘܚܕ ܒܣܪܐ ܚܠܦܝܗ̇.
1,Genesis,2,22,Genesis 2:22,ܘܬܩ̇ܢ ܡܪܝܐ ܐܠܗܐ. ܐܠܥܐ ܕܢܣ̣ܒ ܡܢ ܐܕܡ ܠܐܢܬܬܐ ܘܐܝܬܝܗ̇ ܠܐܕܡ.
1,Genesis,2,23,Genesis 2:23,ܘܐܡ̣ܪ ܐܕܡ. ܗܢܐ ܙܒܢܐ. ܓܪܡܐ ܡܢ ܓܪ̈ܡܝ ܘܒܣܪܐ ܡܢ ܒܣܪܝ. ܗܕܐ ܬܬܩܪܐ ܐܢܬܬܐ. ܡܛܠ ܕܡܢ ܓܒܪܐ ܢܣܝܒܐ.
1,Genesis,2,24,Genesis 2:24,ܡܛܠ ܗܢܐ ܢܫܒܘܩ ܓܒܪܐ ܠܐܒܘܗܝ ܘܠܐܡܗ ܘܢܩ̣ܦ ܠܐܢܬܬܗ. ܘܢܗܘܘܢ ܬܪ̈ܝܗܘܢ ܚܕ ܒܣܪ.
1,Genesis,2,25,Genesis 2:25,ܘܗܘܘ ܬܪ̈ܝܗܘܢ ܥܪܛܠܝܝܢ. ܐܕܡ ܘܐܢܬܬܗ ܘܠܐ ܒܗܬܝܢ.
1,Genesis,3,1,Genesis 3:1,ܘܚܘܝܐ ܥܪܝܡ ܗܘܐ. ܡܢ ܟܠܗ̇ ܚܝܘܬܐ ܕܕܒܪܐ ܕܥܒ̣ܕ ܡܪܝܐ ܐܠܗܐ. ܘܐܡ̣ܪ ܚܘܝܐ ܠܐܢܬܬܐ. ܫܪܝܪܐܝܬ ܐܡ̣ܪ ܐܠܗܐ. ܕܠܐ ܬܐܟܠܘܢ ܡܢ ܟܠ ܐ̈ܝܠܢܝ ܦܪܕܝܣܐ.
1,Genesis,3,2,Genesis 3:2,ܘܐܡ̣ܪܬ ܐܢܬܬܐ ܠܚܘܝܐ. ܕܡܢ ܦܐܪ̈ܝ ܐ̈ܝܠܢܐ ܕܒܦܪܕܝܣܐ ܟܠܗܘܢ ܢܐܟܘܠ.
1,Genesis,3,3,Genesis 3:3,ܘܡܢ ܦܐܪ̈ܝ ܐܝܠܢܐ ܕܒܡܨܥܬܗ ܕܦܪܕܝܣܐ. ܐܡ̣ܪ ܐܠܗܐ ܕܠܐ ܬܐܟܠܘܢ ܡܢܗ. ܘܠܐ ܬܬ̇ܩܪܒܘܢ ܠܗ ܕܠܐ ܬܡܘܬܘܢ.
1,Genesis,3,4,Genesis 3:4,ܘܐܡ̣ܪ ܚܘܝܐ ܠܐܢܬܬܐ. ܠܐ ܡܡܬ ܬܡܘܬܘܢ.
1,Genesis,3,5,Genesis 3:5,ܡܛܠ ܕܝܕܥ̇ ܐܠܗ̇ܐ. ܕܒܝܘܡܐ ܕܐܟܠܝܢ ܐܢܬܘܢ ܡܢܗ. ܡܬܦܬ̈ܚܢ ܥܝܢܝ̈ܟܘܢ. ܘܗܘܝܬܘܢ ܐܝܟ ܐ̈ܠܗܐ. ܝܕ̈ܥܝ ܛܒܬܐ ܘܒܝܫܬܐ.
1,Genesis,3,6,Genesis 3:6,ܘܚܙܬ ܐܢܬܬܐ ܕܫܦܝܪ ܐܝܠܢܐ ܠܡܐܟܠ. ܘܪܓܬܐ ܗܘ ܠܥܝ̈ܢܐ. ܘܪܓܝܓ ܐܝܠܢܐ ܠܡܚܪ ܒܗ. ܘܢܣ̣ܒܬ ܡܢ ܦܐܪ̈ܘܗܝ ܘܐܟ̣ܠܬ. ܘܝܗ̣ܒܬ ܐܦ ܠܒܥܠܗ̇ ܥܡܗ̇ ܘܐܟ̣ܠ.
1,Genesis,3,7,Genesis 3:7,ܘܐܬ̇ܦܬܚ ܥܝܢ̈ܐ ܕܬܪ̈ܝܗܘܢ. ܘܝܕܥܘ ܕܥܪ̈ܛܠܝܝܢ ܐܢܘܢ. ܘܕܒܩ̇ܘ ܛܪ̈ܦܐ ܕܬܐ̈ܢܐ. ܘܥܒܕܘ ܠܗܘܢ ܦܪ̈ܙܘܡܐ.
1,Genesis,3,8,Genesis 3:8,ܘܫܡܥܘ ܩܠܗ ܕܡܪܝܐ ܐܠܗܐ. ܡܗܠܟ ܒܦܪܕܝܣܐ ܠܦܢܝܗ ܕܝܘܡܐ. ܘܐܬܛܫܝܘ ܐܕܡ ܘܐܢܬܬܗ ܡܢ ܩܕܡ ܡܪܝܐ ܐܠܗܐ. ܒܓܘ ܐ̈ܝܠܢܐ ܕܒܦܪܕܝܣܐ.
1,Genesis,3,9,Genesis 3:9,ܘܩ̣ܪܐ ܡܪܝܐ ܐܠܗܐ ܠܐܕܡ ܘܐܡ̣ܪ ܠܗ. ܐܝܟܐ ܐܢܬ ܐܕܡ.
1,Genesis,3,10,Genesis 3:10,ܘܐܡ̣ܪ ܩܠܟ ܫܡ̇ܥܬ ܒܦܪܕܝܣܐ. ܘܚ̇ܙܝܬ ܕܥܪܛܠܝ ܐܢܐ ܘܐܬ̇ܛܫܝܬ.
1,Genesis,3,11,Genesis 3:11,ܘܐܡ̣ܪ ܠܗ ܡܪܝܐ. ܡܢܘ ܚܘܝܟ ܕܥܪܛܠܝ ܐܢܬ. ܗܐ ܡܢ ܐܝܠܢܐ ܕܦܩܕܬܟ ܕܠܐ ܬܐܟܘܠ ܡܢܗ ܐܟ̣ܠܬ.
1,Genesis,3,12,Genesis 3:12,ܘܐܡ̣ܪ ܐܕܡ ܐܢܬܬܐ ܕܝܗ̣ܒܬ ܥܡܝ. ܗ̣ܝ ܝܗ̣ܒܬ ܠܝ ܡܢ ܐܝܠܢܐ ܘܐ̇ܟܠܬ.
1,Genesis,3,13,Genesis 3:13,ܘܐܡ̣ܪ ܡܪܝܐ ܐܠܗܐ ܠܐܢܬܬܐ. ܡܢܘ ܗܢܐ ܕܥܒܕܬܝ. ܘܐܡ̣ܪܬ ܐܢܬܬܐ ܚܘܝܐ ܐܛܥܝܢܝ ܘܐ̇ܟܠܬ.
1,Genesis,3,14,Genesis 3:14,ܘܐܡ̣ܪ ܡܪܝܐ ܐܠܗܐ ܠܚܘܝܐ. ܥܠ ܕܥܒ̣ܕܬ ܗܕܐ. ܠܝܛ ܐܢܬ ܡܢ ܟܠܗ̇ ܒܥܝܪܐ. ܘܡܢ ܟܠܗ̇ ܚܝܘܬܐ ܕܕܒܪܐ. ܘܥܠ ܟܪܣܟ ܬܗܠܟ. ܘܥܦܪܐ ܬܐܟܘܠ ܟܠ ܝܘ̈ܡܝ ܚܝ̈ܝܟ.
1,Genesis,3,15,Genesis 3:15,ܘܒܥܠܕܒܒܘܬܐ ܐܣܝܡ ܒܝܢ̈ܝܟ ܠܐܢܬܬܐ. ܘܒܝܬ ܙܪܥܟ ܠܙܪܥܗ̇. ܗ̣ܘ ܢܕܘܫ ܪܫܟ. ܘܐܢܬ ܬܡܚܝܘܗܝ ܒܥܩܒܗ.
1,Genesis,3,16,Genesis 3:16,ܘܠܐܢܬܬܐ ܐܡ̣ܪ. ܡܣܓܝܘ ܐܣܓܐ ܟܐ̈ܒܝܟܝ ܘܒܛܢܝ̈ܟܝ. ܘܒܟܐ̈ܒܐ ܬܐܠܕܝܢ ܒܢ̈ܝܐ. ܘܥܠ ܒܥܠܟܝ ܬܬܦܢܝܢ. ܘܗ̣ܘ ܢܫܬܠܛ ܒܟܝ.
1,Genesis,3,17,Genesis 3:17,ܘܠܐܕܡ ܐܡ̣ܪ. ܥܠ ܕܫܡܥܬ ܒܩܠܗ̇ ܕܐܢܬܬܟ. ܘܐܟ̣ܠܬ ܡܢ ܐܝܠܢܐ ܕܦܩܕܬܟ. ܘܐܡ̇ܪܬ ܠܟ ܕܠܐ ܬܐܟܘܠ ܡܢܗ. ܠܝܛܐ ܐܪܥܐ ܡܛܠܬܟ. ܒܟܐ̈ܒܐ ܬܐܟܠܝܗ̇ ܟܠ ܝܘܡ̈ܝ ܚܝܝ̈ܟ.
1,Genesis,3,18,Genesis 3:18,ܟܘܒ̈ܐ ܘܕܪ̈ܕܪܐ ܬܘܥܐ ܠܟ. ܘܬܐܟܘܠ ܥܣܒܐ ܕܚܩܠܐ.
1,Genesis,3,19,Genesis 3:19,ܘܒܕܘܥܬܐ ܕܐ̈ܦܝܟ ܬܐܟܘܠ ܠܚܡܐ. ܥܕܡܐ ܕܬܗܦܘܟ ܠܐܪܥܐ ܕܡܢܗ̇ ܐܬܢ̣ܣܒܬ. ܡܛܠ ܕܥܦܪܐ ܐܢܬ ܘܠܥܦܪܐ ܬܗܦܘܟ.
1,Genesis,3,20,Genesis 3:20,ܘܩ̣ܪܐ ܐܕܡ ܫܡܗ̇ ܕܐܢܬܬܗ ܚܘܐ. ܡܛܠ ܕܗ̣ܝ ܗܘܬ ܐܡܐ ܕܟܠ ܕܚܝ.
1,Genesis,3,21,Genesis 3:21,ܘܥܒ̣ܕ ܡܪܝܐ ܐܠܗܐ ܠܐܕܡ ܘܠܐܢܬܬܗ ܟܘܬܝܢܝ̈ܬܐ ܕܡܫܟܐ ܘܐܠܒܫ ܐܢܘܢ.
